iteration,epoch,accuracy,loss
1.000000,0.002500,0.000000,6.889740
2.000000,0.005000,0.000000,6.297229
3.000000,0.007500,0.150000,5.632620
4.000000,0.010000,0.800000,4.964119
5.000000,0.012500,1.000000,4.250484
6.000000,0.015000,1.000000,3.328914
7.000000,0.017500,1.000000,2.573078
8.000000,0.020000,1.000000,1.828729
9.000000,0.022500,1.000000,1.240280
10.000000,0.025000,1.000000,0.762689
11.000000,0.027500,1.000000,0.486798
12.000000,0.030000,1.000000,0.246524
13.000000,0.032500,1.000000,0.113201
14.000000,0.035000,1.000000,0.068507
15.000000,0.037500,1.000000,0.048299
16.000000,0.040000,1.000000,0.031367
17.000000,0.042500,1.000000,0.030402
18.000000,0.045000,1.000000,0.011463
19.000000,0.047500,1.000000,0.025240
20.000000,0.050000,1.000000,0.008383
21.000000,0.052500,1.000000,0.005611
22.000000,0.055000,1.000000,0.003496
23.000000,0.057500,1.000000,0.002533
24.000000,0.060000,1.000000,0.002114
25.000000,0.062500,1.000000,0.001981
26.000000,0.065000,1.000000,0.002261
27.000000,0.067500,1.000000,0.001627
28.000000,0.070000,1.000000,0.001317
29.000000,0.072500,1.000000,0.002919
30.000000,0.075000,1.000000,0.000987
31.000000,0.077500,1.000000,0.000693
32.000000,0.080000,1.000000,0.000926
33.000000,0.082500,1.000000,0.000793
34.000000,0.085000,1.000000,0.001083
35.000000,0.087500,1.000000,0.001035
36.000000,0.090000,1.000000,0.000907
37.000000,0.092500,1.000000,0.000443
38.000000,0.095000,1.000000,0.000584
39.000000,0.097500,1.000000,0.000534
40.000000,0.100000,1.000000,0.000727
41.000000,0.102500,1.000000,0.000557
42.000000,0.105000,1.000000,0.000291
43.000000,0.107500,1.000000,0.000472
44.000000,0.110000,1.000000,0.000447
45.000000,0.112500,1.000000,0.000509
46.000000,0.115000,1.000000,0.000286
47.000000,0.117500,1.000000,0.000386
48.000000,0.120000,1.000000,0.000425
49.000000,0.122500,1.000000,0.001408
50.000000,0.125000,1.000000,0.000379
51.000000,0.127500,1.000000,0.000287
52.000000,0.130000,1.000000,0.000325
53.000000,0.132500,1.000000,0.000456
54.000000,0.135000,1.000000,0.000398
55.000000,0.137500,1.000000,0.000326
56.000000,0.140000,1.000000,0.000374
57.000000,0.142500,1.000000,0.000353
58.000000,0.145000,1.000000,0.000292
59.000000,0.147500,1.000000,0.000385
60.000000,0.150000,1.000000,0.000243
61.000000,0.152500,1.000000,0.000258
62.000000,0.155000,1.000000,0.000232
63.000000,0.157500,1.000000,0.000396
64.000000,0.160000,1.000000,0.000361
65.000000,0.162500,1.000000,0.000360
66.000000,0.165000,1.000000,0.000286
67.000000,0.167500,1.000000,0.000316
68.000000,0.170000,1.000000,0.000324
69.000000,0.172500,1.000000,0.000666
70.000000,0.175000,1.000000,0.000220
71.000000,0.177500,1.000000,0.000310
72.000000,0.180000,1.000000,0.000260
73.000000,0.182500,1.000000,0.000424
74.000000,0.185000,1.000000,0.000333
75.000000,0.187500,1.000000,0.000196
76.000000,0.190000,1.000000,0.000479
77.000000,0.192500,1.000000,0.000393
78.000000,0.195000,1.000000,0.000506
79.000000,0.197500,1.000000,0.000273
80.000000,0.200000,1.000000,0.000219
81.000000,0.202500,1.000000,0.000300
82.000000,0.205000,1.000000,0.000299
83.000000,0.207500,1.000000,0.000377
84.000000,0.210000,1.000000,0.000308
85.000000,0.212500,1.000000,0.000237
86.000000,0.215000,1.000000,0.000325
87.000000,0.217500,1.000000,0.000361
88.000000,0.220000,1.000000,0.000335
89.000000,0.222500,1.000000,0.000296
90.000000,0.225000,1.000000,0.000462
91.000000,0.227500,1.000000,0.000223
92.000000,0.230000,1.000000,0.000240
93.000000,0.232500,1.000000,0.000188
94.000000,0.235000,1.000000,0.000349
95.000000,0.237500,1.000000,0.000393
96.000000,0.240000,1.000000,0.000252
97.000000,0.242500,1.000000,0.000222
98.000000,0.245000,1.000000,0.000330
99.000000,0.247500,1.000000,0.000223
100.000000,0.250000,1.000000,0.000213
