iteration,epoch,accuracy,loss
65.000000,0.162500,1.000000,0.000251
66.000000,0.165000,1.000000,0.000374
67.000000,0.167500,1.000000,0.000300
68.000000,0.170000,1.000000,0.000237
69.000000,0.172500,1.000000,0.000263
70.000000,0.175000,1.000000,0.000368
71.000000,0.177500,1.000000,0.000294
72.000000,0.180000,1.000000,0.000340
73.000000,0.182500,1.000000,0.000214
74.000000,0.185000,1.000000,0.000247
75.000000,0.187500,1.000000,0.000191
76.000000,0.190000,1.000000,0.000211
77.000000,0.192500,1.000000,0.000281
78.000000,0.195000,1.000000,0.000230
79.000000,0.197500,1.000000,0.000226
80.000000,0.200000,1.000000,0.000222
81.000000,0.202500,1.000000,0.000207
82.000000,0.205000,1.000000,0.000355
83.000000,0.207500,1.000000,0.000201
84.000000,0.210000,1.000000,0.000227
85.000000,0.212500,1.000000,0.000342
86.000000,0.215000,1.000000,0.000222
87.000000,0.217500,1.000000,0.000508
88.000000,0.220000,1.000000,0.000246
89.000000,0.222500,1.000000,0.000274
90.000000,0.225000,1.000000,0.000282
91.000000,0.227500,1.000000,0.000232
92.000000,0.230000,1.000000,0.000226
93.000000,0.232500,1.000000,0.000206
94.000000,0.235000,1.000000,0.000503
95.000000,0.237500,1.000000,0.000292
96.000000,0.240000,1.000000,0.000358
97.000000,0.242500,1.000000,0.000203
98.000000,0.245000,1.000000,0.000189
99.000000,0.247500,1.000000,0.000218
100.000000,0.250000,1.000000,0.000310
101.000000,0.252500,1.000000,0.000184
102.000000,0.255000,1.000000,0.000197
103.000000,0.257500,1.000000,0.000218
104.000000,0.260000,1.000000,0.000200
105.000000,0.262500,1.000000,0.000252
106.000000,0.265000,1.000000,0.000237
107.000000,0.267500,1.000000,0.000193
108.000000,0.270000,1.000000,0.000188
109.000000,0.272500,1.000000,0.000298
110.000000,0.275000,1.000000,0.000193
111.000000,0.277500,1.000000,0.000222
112.000000,0.280000,1.000000,0.000256
113.000000,0.282500,1.000000,0.000254
114.000000,0.285000,1.000000,0.000219
115.000000,0.287500,1.000000,0.000249
116.000000,0.290000,1.000000,0.000224
117.000000,0.292500,1.000000,0.000294
118.000000,0.295000,1.000000,0.000268
119.000000,0.297500,1.000000,0.000306
120.000000,0.300000,1.000000,0.000212
121.000000,0.302500,1.000000,0.000205
122.000000,0.305000,1.000000,0.000285
123.000000,0.307500,1.000000,0.000602
124.000000,0.310000,1.000000,0.000239
125.000000,0.312500,1.000000,0.000174
126.000000,0.315000,1.000000,0.000290
127.000000,0.317500,1.000000,0.000183
128.000000,0.320000,1.000000,0.000188
129.000000,0.322500,1.000000,0.000311
130.000000,0.325000,1.000000,0.000190
131.000000,0.327500,1.000000,0.000220
132.000000,0.330000,1.000000,0.000337
133.000000,0.332500,1.000000,0.000170
134.000000,0.335000,1.000000,0.000187
135.000000,0.337500,1.000000,0.000187
136.000000,0.340000,1.000000,0.000287
137.000000,0.342500,1.000000,0.000202
138.000000,0.345000,1.000000,0.000196
139.000000,0.347500,1.000000,0.000182
140.000000,0.350000,1.000000,0.000201
141.000000,0.352500,1.000000,0.000211
142.000000,0.355000,1.000000,0.000199
143.000000,0.357500,1.000000,0.000239
144.000000,0.360000,1.000000,0.000242
145.000000,0.362500,1.000000,0.000191
146.000000,0.365000,1.000000,0.000241
147.000000,0.367500,1.000000,0.000206
148.000000,0.370000,1.000000,0.000186
149.000000,0.372500,1.000000,0.000178
150.000000,0.375000,1.000000,0.000184
151.000000,0.377500,1.000000,0.000158
152.000000,0.380000,1.000000,0.000180
153.000000,0.382500,1.000000,0.000220
154.000000,0.385000,1.000000,0.000245
155.000000,0.387500,1.000000,0.000186
156.000000,0.390000,1.000000,0.000212
157.000000,0.392500,1.000000,0.000199
158.000000,0.395000,1.000000,0.000264
159.000000,0.397500,1.000000,0.000177
160.000000,0.400000,1.000000,0.000206
161.000000,0.402500,1.000000,0.000192
162.000000,0.405000,1.000000,0.000185
163.000000,0.407500,1.000000,0.000192
164.000000,0.410000,1.000000,0.000164
165.000000,0.412500,1.000000,0.000192
166.000000,0.415000,1.000000,0.000186
167.000000,0.417500,1.000000,0.000199
168.000000,0.420000,1.000000,0.000205
169.000000,0.422500,1.000000,0.000201
170.000000,0.425000,1.000000,0.000160
171.000000,0.427500,1.000000,0.000188
172.000000,0.430000,1.000000,0.000305
173.000000,0.432500,1.000000,0.000202
174.000000,0.435000,1.000000,0.000264
175.000000,0.437500,1.000000,0.000279
176.000000,0.440000,1.000000,0.000163
177.000000,0.442500,1.000000,0.000188
178.000000,0.445000,1.000000,0.000173
179.000000,0.447500,1.000000,0.000216
180.000000,0.450000,1.000000,0.000174
181.000000,0.452500,1.000000,0.000210
182.000000,0.455000,1.000000,0.000182
183.000000,0.457500,1.000000,0.000244
184.000000,0.460000,1.000000,0.000281
185.000000,0.462500,1.000000,0.000183
186.000000,0.465000,1.000000,0.000181
187.000000,0.467500,1.000000,0.000202
188.000000,0.470000,1.000000,0.000157
189.000000,0.472500,1.000000,0.000284
190.000000,0.475000,1.000000,0.000206
191.000000,0.477500,1.000000,0.000179
192.000000,0.480000,1.000000,0.000163
193.000000,0.482500,1.000000,0.000179
194.000000,0.485000,1.000000,0.000162
195.000000,0.487500,1.000000,0.000157
196.000000,0.490000,1.000000,0.000182
197.000000,0.492500,1.000000,0.000231
198.000000,0.495000,1.000000,0.000250
199.000000,0.497500,1.000000,0.000183
200.000000,0.500000,1.000000,0.000167
201.000000,0.502500,1.000000,0.000162
202.000000,0.505000,1.000000,0.000201
203.000000,0.507500,1.000000,0.000145
204.000000,0.510000,1.000000,0.000191
205.000000,0.512500,1.000000,0.000176
206.000000,0.515000,1.000000,0.000174
207.000000,0.517500,1.000000,0.000881
208.000000,0.520000,1.000000,0.000168
209.000000,0.522500,1.000000,0.000198
210.000000,0.525000,1.000000,0.000211
211.000000,0.527500,1.000000,0.000296
212.000000,0.530000,1.000000,0.000177
213.000000,0.532500,1.000000,0.000153
214.000000,0.535000,1.000000,0.000182
215.000000,0.537500,1.000000,0.000158
216.000000,0.540000,1.000000,0.000198
217.000000,0.542500,1.000000,0.000172
218.000000,0.545000,1.000000,0.000340
219.000000,0.547500,1.000000,0.000267
220.000000,0.550000,1.000000,0.000156
221.000000,0.552500,1.000000,0.000209
222.000000,0.555000,1.000000,0.000203
223.000000,0.557500,1.000000,0.000179
224.000000,0.560000,1.000000,0.000205
225.000000,0.562500,1.000000,0.000134
226.000000,0.565000,1.000000,0.000181
227.000000,0.567500,1.000000,0.000146
228.000000,0.570000,1.000000,0.000144
229.000000,0.572500,1.000000,0.000148
230.000000,0.575000,1.000000,0.000182
231.000000,0.577500,1.000000,0.000185
232.000000,0.580000,1.000000,0.000191
233.000000,0.582500,1.000000,0.000182
234.000000,0.585000,1.000000,0.000244
235.000000,0.587500,1.000000,0.000152
236.000000,0.590000,1.000000,0.000994
237.000000,0.592500,1.000000,0.000382
238.000000,0.595000,1.000000,0.000186
239.000000,0.597500,1.000000,0.000154
240.000000,0.600000,1.000000,0.000139
241.000000,0.602500,1.000000,0.000211
242.000000,0.605000,1.000000,0.000173
243.000000,0.607500,1.000000,0.000243
244.000000,0.610000,1.000000,0.000156
245.000000,0.612500,1.000000,0.000201
246.000000,0.615000,1.000000,0.000142
247.000000,0.617500,1.000000,0.000292
248.000000,0.620000,1.000000,0.000155
249.000000,0.622500,1.000000,0.000217
250.000000,0.625000,1.000000,0.000181
251.000000,0.627500,1.000000,0.000150
252.000000,0.630000,1.000000,0.000138
253.000000,0.632500,1.000000,0.000176
254.000000,0.635000,1.000000,0.000170
255.000000,0.637500,1.000000,0.000216
256.000000,0.640000,1.000000,0.000156
257.000000,0.642500,1.000000,0.000138
258.000000,0.645000,1.000000,0.000165
259.000000,0.647500,1.000000,0.000140
260.000000,0.650000,1.000000,0.000188
261.000000,0.652500,1.000000,0.000169
262.000000,0.655000,1.000000,0.000141
263.000000,0.657500,1.000000,0.000271
264.000000,0.660000,1.000000,0.000224
265.000000,0.662500,1.000000,0.000166
266.000000,0.665000,1.000000,0.000154
267.000000,0.667500,1.000000,0.000178
268.000000,0.670000,1.000000,0.000156
269.000000,0.672500,1.000000,0.000168
270.000000,0.675000,1.000000,0.000194
271.000000,0.677500,1.000000,0.000144
272.000000,0.680000,1.000000,0.000141
273.000000,0.682500,1.000000,0.000155
274.000000,0.685000,1.000000,0.000140
275.000000,0.687500,1.000000,0.000228
276.000000,0.690000,1.000000,0.000177
277.000000,0.692500,1.000000,0.000163
278.000000,0.695000,1.000000,0.000170
279.000000,0.697500,1.000000,0.000176
280.000000,0.700000,1.000000,0.000170
281.000000,0.702500,1.000000,0.000145
282.000000,0.705000,1.000000,0.000177
283.000000,0.707500,1.000000,0.000134
284.000000,0.710000,1.000000,0.000150
285.000000,0.712500,1.000000,0.000148
286.000000,0.715000,1.000000,0.000186
287.000000,0.717500,1.000000,0.000132
288.000000,0.720000,1.000000,0.000177
289.000000,0.722500,1.000000,0.000136
290.000000,0.725000,1.000000,0.000122
291.000000,0.727500,1.000000,0.000144
292.000000,0.730000,1.000000,0.000144
293.000000,0.732500,1.000000,0.000149
294.000000,0.735000,1.000000,0.000129
295.000000,0.737500,1.000000,0.000196
296.000000,0.740000,1.000000,0.000146
297.000000,0.742500,1.000000,0.000139
298.000000,0.745000,1.000000,0.000123
299.000000,0.747500,1.000000,0.000160
300.000000,0.750000,1.000000,0.000167
301.000000,0.752500,1.000000,0.000151
302.000000,0.755000,1.000000,0.000173
303.000000,0.757500,1.000000,0.000147
304.000000,0.760000,1.000000,0.000136
305.000000,0.762500,1.000000,0.000134
306.000000,0.765000,1.000000,0.000164
307.000000,0.767500,1.000000,0.000294
308.000000,0.770000,1.000000,0.000139
309.000000,0.772500,1.000000,0.000138
310.000000,0.775000,1.000000,0.000133
311.000000,0.777500,1.000000,0.000162
312.000000,0.780000,1.000000,0.000145
313.000000,0.782500,1.000000,0.000141
314.000000,0.785000,1.000000,0.000145
315.000000,0.787500,1.000000,0.000183
316.000000,0.790000,1.000000,0.000152
317.000000,0.792500,1.000000,0.000148
318.000000,0.795000,1.000000,0.000155
319.000000,0.797500,1.000000,0.000151
320.000000,0.800000,1.000000,0.000119
321.000000,0.802500,1.000000,0.000119
322.000000,0.805000,1.000000,0.000147
323.000000,0.807500,1.000000,0.000131
324.000000,0.810000,1.000000,0.000136
325.000000,0.812500,1.000000,0.000134
326.000000,0.815000,1.000000,0.000185
327.000000,0.817500,1.000000,0.000158
328.000000,0.820000,1.000000,0.000153
329.000000,0.822500,1.000000,0.000146
330.000000,0.825000,1.000000,0.000176
331.000000,0.827500,1.000000,0.000150
332.000000,0.830000,1.000000,0.000143
333.000000,0.832500,1.000000,0.000142
334.000000,0.835000,1.000000,0.000116
335.000000,0.837500,1.000000,0.000159
336.000000,0.840000,1.000000,0.000129
337.000000,0.842500,1.000000,0.000138
338.000000,0.845000,1.000000,0.000125
339.000000,0.847500,1.000000,0.000146
340.000000,0.850000,1.000000,0.000136
341.000000,0.852500,1.000000,0.000133
342.000000,0.855000,1.000000,0.000118
343.000000,0.857500,1.000000,0.000126
344.000000,0.860000,1.000000,0.000134
345.000000,0.862500,1.000000,0.000131
346.000000,0.865000,1.000000,0.000161
347.000000,0.867500,1.000000,0.000153
348.000000,0.870000,1.000000,0.000133
349.000000,0.872500,1.000000,0.000152
350.000000,0.875000,1.000000,0.000153
351.000000,0.877500,1.000000,0.000122
352.000000,0.880000,1.000000,0.000160
353.000000,0.882500,1.000000,0.000178
354.000000,0.885000,1.000000,0.000118
355.000000,0.887500,1.000000,0.000109
356.000000,0.890000,1.000000,0.000129
357.000000,0.892500,1.000000,0.000121
358.000000,0.895000,1.000000,0.000279
359.000000,0.897500,1.000000,0.000179
360.000000,0.900000,1.000000,0.000133
361.000000,0.902500,1.000000,0.000159
362.000000,0.905000,1.000000,0.000139
363.000000,0.907500,1.000000,0.000126
364.000000,0.910000,1.000000,0.000106
365.000000,0.912500,1.000000,0.000140
366.000000,0.915000,1.000000,0.000155
367.000000,0.917500,1.000000,0.000116
368.000000,0.920000,1.000000,0.000114
369.000000,0.922500,1.000000,0.000135
370.000000,0.925000,1.000000,0.000135
371.000000,0.927500,1.000000,0.000105
372.000000,0.930000,1.000000,0.000149
373.000000,0.932500,1.000000,0.000127
374.000000,0.935000,1.000000,0.000126
375.000000,0.937500,1.000000,0.000119
376.000000,0.940000,1.000000,0.000133
377.000000,0.942500,1.000000,0.000120
378.000000,0.945000,1.000000,0.000148
379.000000,0.947500,1.000000,0.000111
380.000000,0.950000,1.000000,0.000125
381.000000,0.952500,1.000000,0.000146
382.000000,0.955000,1.000000,0.000130
383.000000,0.957500,1.000000,0.000128
384.000000,0.960000,1.000000,0.000226
385.000000,0.962500,1.000000,0.000268
386.000000,0.965000,1.000000,0.000111
387.000000,0.967500,1.000000,0.000134
388.000000,0.970000,1.000000,0.000109
389.000000,0.972500,1.000000,0.000145
390.000000,0.975000,1.000000,0.000315
391.000000,0.977500,1.000000,0.000152
392.000000,0.980000,1.000000,0.000107
393.000000,0.982500,1.000000,0.000146
394.000000,0.985000,1.000000,0.000134
395.000000,0.987500,1.000000,0.000115
396.000000,0.990000,1.000000,0.000121
397.000000,0.992500,1.000000,0.000135
398.000000,0.995000,1.000000,0.000148
399.000000,0.997500,1.000000,0.000138
400.000000,1.000000,1.000000,0.000185
