iteration,epoch,accuracy,loss
1.000000,0.002500,0.000000,6.021666
2.000000,0.005000,0.150000,5.365382
3.000000,0.007500,0.750000,4.809912
4.000000,0.010000,1.000000,4.045839
5.000000,0.012500,1.000000,3.316894
6.000000,0.015000,1.000000,2.709405
7.000000,0.017500,1.000000,1.869914
8.000000,0.020000,1.000000,1.142040
9.000000,0.022500,1.000000,0.803038
10.000000,0.025000,1.000000,0.625547
11.000000,0.027500,1.000000,0.290245
12.000000,0.030000,1.000000,0.102800
13.000000,0.032500,1.000000,0.069744
14.000000,0.035000,1.000000,0.044178
15.000000,0.037500,1.000000,0.022512
16.000000,0.040000,1.000000,0.014621
17.000000,0.042500,1.000000,0.009261
18.000000,0.045000,1.000000,0.006402
19.000000,0.047500,1.000000,0.007663
20.000000,0.050000,1.000000,0.004709
21.000000,0.052500,1.000000,0.003092
22.000000,0.055000,1.000000,0.002269
23.000000,0.057500,1.000000,0.002548
24.000000,0.060000,1.000000,0.002205
25.000000,0.062500,1.000000,0.001422
26.000000,0.065000,1.000000,0.001185
27.000000,0.067500,1.000000,0.001539
28.000000,0.070000,1.000000,0.001154
29.000000,0.072500,1.000000,0.000900
30.000000,0.075000,1.000000,0.001059
31.000000,0.077500,1.000000,0.000809
32.000000,0.080000,1.000000,0.000668
33.000000,0.082500,1.000000,0.000666
34.000000,0.085000,1.000000,0.000666
35.000000,0.087500,1.000000,0.000494
36.000000,0.090000,1.000000,0.000562
37.000000,0.092500,1.000000,0.000416
38.000000,0.095000,1.000000,0.000692
39.000000,0.097500,1.000000,0.000573
40.000000,0.100000,1.000000,0.000352
41.000000,0.102500,1.000000,0.000293
42.000000,0.105000,1.000000,0.000530
43.000000,0.107500,1.000000,0.000344
44.000000,0.110000,1.000000,0.000554
45.000000,0.112500,1.000000,0.000599
46.000000,0.115000,1.000000,0.000305
47.000000,0.117500,1.000000,0.000306
48.000000,0.120000,1.000000,0.000538
49.000000,0.122500,1.000000,0.000644
50.000000,0.125000,1.000000,0.000258
51.000000,0.127500,1.000000,0.000306
52.000000,0.130000,1.000000,0.000260
53.000000,0.132500,1.000000,0.000282
54.000000,0.135000,1.000000,0.000808
55.000000,0.137500,1.000000,0.000295
56.000000,0.140000,1.000000,0.000303
57.000000,0.142500,1.000000,0.000236
58.000000,0.145000,1.000000,0.000235
59.000000,0.147500,1.000000,0.000234
60.000000,0.150000,1.000000,0.000277
61.000000,0.152500,1.000000,0.000259
62.000000,0.155000,1.000000,0.000365
63.000000,0.157500,1.000000,0.000273
64.000000,0.160000,1.000000,0.000326
