CMDLINE python3 notorch_minimal_example.py --epochs 3
MEM 1.828125 1591983328.7124
MEM 14.320312 1591983328.8130
MEM 16.921875 1591983328.9133
MEM 28.527344 1591983329.0137
MEM 37.753906 1591983329.1143
MEM 40.417969 1591983329.2148
MEM 43.160156 1591983329.3154
MEM 46.070312 1591983329.4160
MEM 50.667969 1591983329.5165
MEM 59.718750 1591983329.6171
MEM 63.863281 1591983329.7177
MEM 95.257812 1591983329.8183
MEM 129.257812 1591983329.9190
MEM 163.347656 1591983330.0196
MEM 210.835938 1591983330.1201
MEM 192.027344 1591983330.2207
MEM 228.027344 1591983330.3214
MEM 264.027344 1591983330.4220
MEM 304.101562 1591983330.5227
MEM 374.363281 1591983330.6233
MEM 386.109375 1591983330.7239
MEM 386.109375 1591983330.8245
MEM 386.109375 1591983330.9251
MEM 388.171875 1591983331.0259
MEM 388.171875 1591983331.1267
MEM 388.171875 1591983331.2272
MEM 394.617188 1591983331.3279
MEM 200.031250 1591983331.4284
MEM 234.031250 1591983331.5290
MEM 268.031250 1591983331.6295
MEM 302.101562 1591983331.7300
MEM 307.496094 1591983331.8305
MEM 222.027344 1591983331.9309
MEM 258.027344 1591983332.0313
MEM 294.101562 1591983332.1319
MEM 376.363281 1591983332.2324
MEM 402.285156 1591983332.3329
MEM 402.285156 1591983332.4333
MEM 402.285156 1591983332.5338
MEM 402.285156 1591983332.6343
MEM 404.285156 1591983332.7348
MEM 404.285156 1591983332.8353
MEM 406.285156 1591983332.9358
MEM 414.324219 1591983333.0364
MEM 205.917969 1591983333.1370
MEM 240.101562 1591983333.2376
MEM 274.101562 1591983333.3382
MEM 325.496094 1591983333.4387
MEM 196.027344 1591983333.5392
MEM 232.027344 1591983333.6397
MEM 266.027344 1591983333.7404
MEM 302.101562 1591983333.8413
MEM 396.363281 1591983333.9420
MEM 402.136719 1591983334.0425
MEM 200.027344 1591983334.1432
MEM 238.027344 1591983334.2437
MEM 276.027344 1591983334.3443
MEM 335.605469 1591983334.4449
MEM 198.027344 1591983334.5454
MEM 234.027344 1591983334.6461
MEM 270.027344 1591983334.7466
MEM 307.863281 1591983334.8471
MEM 398.269531 1591983334.9476
MEM 422.316406 1591983335.0481
MEM 216.027344 1591983335.1487
MEM 254.027344 1591983335.2494
MEM 288.101562 1591983335.3500
MEM 423.609375 1591983335.4506
MEM 216.003906 1591983335.5511
MEM 252.003906 1591983335.6517
MEM 286.101562 1591983335.7522
MEM 404.355469 1591983335.8526
MEM 416.355469 1591983335.9531
MEM 416.355469 1591983336.0537
MEM 418.207031 1591983336.1542
MEM 202.027344 1591983336.2547
MEM 244.027344 1591983336.3553
MEM 278.027344 1591983336.4558
MEM 343.605469 1591983336.5563
MEM 204.027344 1591983336.6568
MEM 242.027344 1591983336.7572
MEM 276.027344 1591983336.8577
MEM 342.363281 1591983336.9582
MEM 192.027344 1591983337.0587
MEM 232.027344 1591983337.1592
MEM 274.027344 1591983337.2598
MEM 313.605469 1591983337.3603
MEM 198.027344 1591983337.4607
MEM 236.027344 1591983337.5613
MEM 268.027344 1591983337.6618
MEM 306.101562 1591983337.7623
MEM 188.742188 1591983337.8628
MEM 222.027344 1591983337.9633
MEM 258.027344 1591983338.0638
MEM 294.101562 1591983338.1644
MEM 189.511719 1591983338.2650
MEM 232.027344 1591983338.3655
MEM 266.027344 1591983338.4660
MEM 304.101562 1591983338.5665
MEM 368.218750 1591983338.6670
MEM 390.132812 1591983338.7676
MEM 390.132812 1591983338.8681
MEM 390.132812 1591983338.9687
MEM 408.437500 1591983339.0692
MEM 212.027344 1591983339.1698
MEM 250.027344 1591983339.2702
MEM 290.101562 1591983339.3707
MEM 188.742188 1591983339.4713
MEM 224.027344 1591983339.5718
MEM 262.027344 1591983339.6724
MEM 298.101562 1591983339.7729
MEM 368.218750 1591983339.8734
MEM 372.343750 1591983339.9740
MEM 372.343750 1591983340.0745
MEM 372.343750 1591983340.1750
MEM 376.210938 1591983340.2755
MEM 376.210938 1591983340.3760
MEM 382.265625 1591983340.4765
MEM 420.937500 1591983340.5770
MEM 213.945312 1591983340.6775
MEM 254.101562 1591983340.7780
MEM 290.101562 1591983340.8786
MEM 227.695312 1591983340.9792
MEM 216.027344 1591983341.0797
MEM 252.027344 1591983341.1802
MEM 284.101562 1591983341.2808
MEM 355.269531 1591983341.3814
MEM 366.335938 1591983341.4820
MEM 366.335938 1591983341.5825
MEM 378.187500 1591983341.6831
MEM 188.742188 1591983341.7836
MEM 226.101562 1591983341.8841
MEM 260.101562 1591983341.9847
MEM 292.101562 1591983342.0851
MEM 188.742188 1591983342.1856
MEM 220.023438 1591983342.2862
MEM 260.023438 1591983342.3867
MEM 300.101562 1591983342.4873
MEM 360.281250 1591983342.5879
MEM 360.281250 1591983342.6885
MEM 360.281250 1591983342.7890
MEM 362.343750 1591983342.8896
MEM 362.343750 1591983342.9901
MEM 404.109375 1591983343.0907
MEM 210.039062 1591983343.1912
MEM 244.039062 1591983343.2918
MEM 276.039062 1591983343.3924
MEM 311.359375 1591983343.4930
MEM 196.023438 1591983343.5935
MEM 230.023438 1591983343.6941
MEM 266.023438 1591983343.7945
MEM 304.101562 1591983343.8951
MEM 356.347656 1591983343.9956
MEM 356.347656 1591983344.0961
MEM 356.347656 1591983344.1966
MEM 356.347656 1591983344.2972
MEM 375.640625 1591983344.3978
MEM 420.156250 1591983344.4983
MEM 204.027344 1591983344.5987
MEM 240.027344 1591983344.6991
MEM 272.027344 1591983344.7995
MEM 306.574219 1591983344.9001
MEM 200.023438 1591983345.0005
MEM 240.023438 1591983345.1010
MEM 278.023438 1591983345.2016
MEM 356.363281 1591983345.3021
MEM 358.363281 1591983345.4026
MEM 358.363281 1591983345.5031
MEM 358.363281 1591983345.6036
MEM 364.207031 1591983345.7041
MEM 422.214844 1591983345.8047
MEM 422.214844 1591983345.9050
MEM 422.214844 1591983346.0055
MEM 214.023438 1591983346.1059
MEM 246.023438 1591983346.2064
MEM 280.023438 1591983346.3068
MEM 351.601562 1591983346.4073
MEM 208.023438 1591983346.5077
MEM 244.023438 1591983346.6083
MEM 282.101562 1591983346.7088
MEM 366.160156 1591983346.8093
MEM 418.238281 1591983346.9098
MEM 188.742188 1591983347.0103
MEM 230.023438 1591983347.1109
MEM 270.023438 1591983347.2114
MEM 306.828125 1591983347.3120
MEM 198.023438 1591983347.4125
MEM 236.023438 1591983347.5130
MEM 274.023438 1591983347.6136
MEM 352.363281 1591983347.7141
MEM 364.363281 1591983347.8147
MEM 366.328125 1591983347.9152
MEM 366.328125 1591983348.0157
MEM 366.328125 1591983348.1163
MEM 408.351562 1591983348.2167
MEM 214.023438 1591983348.3173
MEM 250.023438 1591983348.4178
MEM 288.101562 1591983348.5182
MEM 188.742188 1591983348.6188
MEM 224.023438 1591983348.7193
MEM 260.023438 1591983348.8198
MEM 298.101562 1591983348.9204
MEM 370.195312 1591983349.0209
MEM 370.195312 1591983349.1213
MEM 370.195312 1591983349.2219
MEM 425.625000 1591983349.3225
MEM 222.023438 1591983349.4229
MEM 260.023438 1591983349.5234
MEM 296.101562 1591983349.6238
MEM 188.742188 1591983349.7245
MEM 224.023438 1591983349.8250
MEM 260.023438 1591983349.9256
MEM 298.101562 1591983350.0262
MEM 370.195312 1591983350.1268
MEM 370.195312 1591983350.2274
MEM 372.257812 1591983350.3279
MEM 374.320312 1591983350.4284
MEM 374.320312 1591983350.5290
MEM 392.109375 1591983350.6295
MEM 200.023438 1591983350.7301
MEM 236.023438 1591983350.8306
MEM 272.023438 1591983350.9311
MEM 306.101562 1591983351.0316
MEM 198.023438 1591983351.1323
MEM 236.023438 1591983351.2327
MEM 268.023438 1591983351.3333
MEM 302.101562 1591983351.4338
MEM 374.320312 1591983351.5343
MEM 374.320312 1591983351.6349
MEM 378.187500 1591983351.7355
MEM 378.187500 1591983351.8361
MEM 378.187500 1591983351.9366
MEM 407.062500 1591983352.0372
MEM 214.019531 1591983352.1379
MEM 250.019531 1591983352.2384
MEM 284.101562 1591983352.3390
MEM 373.593750 1591983352.4395
MEM 208.023438 1591983352.5399
MEM 242.023438 1591983352.6405
MEM 274.023438 1591983352.7409
MEM 324.363281 1591983352.8414
MEM 378.187500 1591983352.9420
MEM 378.187500 1591983353.0425
MEM 382.312500 1591983353.1430
MEM 382.312500 1591983353.2435
MEM 398.554688 1591983353.3440
MEM 206.023438 1591983353.4445
MEM 242.023438 1591983353.5451
MEM 276.023438 1591983353.6455
MEM 343.601562 1591983353.7459
MEM 210.023438 1591983353.8464
MEM 248.023438 1591983353.9468
MEM 284.101562 1591983354.0471
MEM 366.328125 1591983354.1475
MEM 382.312500 1591983354.2481
MEM 382.312500 1591983354.3486
MEM 386.179688 1591983354.4491
MEM 386.179688 1591983354.5496
MEM 420.210938 1591983354.6501
MEM 222.023438 1591983354.7506
MEM 258.023438 1591983354.8511
MEM 294.101562 1591983354.9516
MEM 188.742188 1591983355.0520
MEM 218.023438 1591983355.1526
MEM 254.023438 1591983355.2531
MEM 292.101562 1591983355.3534
MEM 380.250000 1591983355.4538
MEM 386.179688 1591983355.5543
MEM 390.304688 1591983355.6547
MEM 390.304688 1591983355.7551
MEM 390.304688 1591983355.8557
MEM 188.742188 1591983355.9573
MEM 224.023438 1591983356.0583
MEM 262.023438 1591983356.1588
MEM 298.101562 1591983356.2593
MEM 194.023438 1591983356.3598
MEM 234.023438 1591983356.4603
MEM 272.023438 1591983356.5608
MEM 304.101562 1591983356.6613
MEM 390.304688 1591983356.7619
MEM 390.304688 1591983356.8624
MEM 394.171875 1591983356.9629
MEM 394.171875 1591983357.0635
MEM 394.171875 1591983357.1640
MEM 194.023438 1591983357.2645
MEM 236.023438 1591983357.3650
MEM 276.023438 1591983357.4656
MEM 331.601562 1591983357.5661
MEM 200.023438 1591983357.6666
MEM 234.023438 1591983357.7672
MEM 274.023438 1591983357.8677
MEM 326.363281 1591983357.9681
MEM 394.171875 1591983358.0686
MEM 394.171875 1591983358.1691
MEM 398.296875 1591983358.2696
MEM 398.296875 1591983358.3701
MEM 398.296875 1591983358.4707
MEM 198.023438 1591983358.5711
MEM 234.023438 1591983358.6715
MEM 266.023438 1591983358.7720
MEM 302.101562 1591983358.8726
MEM 192.023438 1591983358.9730
MEM 228.023438 1591983359.0735
MEM 262.023438 1591983359.1740
MEM 298.101562 1591983359.2745
MEM 384.117188 1591983359.3750
MEM 398.296875 1591983359.4758
MEM 398.296875 1591983359.5763
MEM 402.164062 1591983359.6769
MEM 402.164062 1591983359.7774
MEM 188.742188 1591983359.8780
MEM 218.023438 1591983359.9784
MEM 254.023438 1591983360.0790
MEM 290.101562 1591983360.1795
MEM 413.601562 1591983360.2800
MEM 214.023438 1591983360.3805
MEM 248.023438 1591983360.4811
MEM 282.023438 1591983360.5816
MEM 366.328125 1591983360.6822
MEM 402.164062 1591983360.7826
MEM 402.164062 1591983360.8831
MEM 406.289062 1591983360.9836
MEM 406.289062 1591983361.0840
MEM 406.289062 1591983361.1845
MEM 210.023438 1591983361.2849
MEM 246.023438 1591983361.3854
MEM 280.023438 1591983361.4859
MEM 377.601562 1591983361.5864
MEM 210.023438 1591983361.6868
MEM 248.023438 1591983361.7873
MEM 284.101562 1591983361.8877
MEM 366.328125 1591983361.9881
MEM 406.289062 1591983362.0885
MEM 406.289062 1591983362.1890
MEM 408.351562 1591983362.2895
MEM 410.156250 1591983362.3899
MEM 410.156250 1591983362.4903
MEM 202.023438 1591983362.5907
MEM 236.023438 1591983362.6910
MEM 272.023438 1591983362.7915
MEM 306.101562 1591983362.8920
MEM 202.023438 1591983362.9925
MEM 244.023438 1591983363.0930
MEM 282.023438 1591983363.1935
MEM 366.328125 1591983363.2939
MEM 410.156250 1591983363.3944
MEM 410.156250 1591983363.4949
MEM 414.281250 1591983363.5955
MEM 414.281250 1591983363.6960
MEM 414.281250 1591983363.7966
MEM 208.023438 1591983363.8971
MEM 242.023438 1591983363.9977
MEM 276.023438 1591983364.0982
MEM 351.601562 1591983364.1986
MEM 210.023438 1591983364.2991
MEM 248.023438 1591983364.3996
MEM 280.023438 1591983364.5000
MEM 352.363281 1591983364.6006
MEM 415.503906 1591983364.7011
MEM 210.023438 1591983364.8016
MEM 248.023438 1591983364.9021
MEM 284.101562 1591983365.0026
MEM 395.601562 1591983365.1031
MEM 216.023438 1591983365.2036
MEM 252.023438 1591983365.3041
MEM 290.101562 1591983365.4046
MEM 374.363281 1591983365.5052
MEM 374.363281 1591983365.6056
MEM 376.308594 1591983365.7062
MEM 376.308594 1591983365.8067
MEM 408.152344 1591983365.9071
MEM 212.023438 1591983366.0076
MEM 248.023438 1591983366.1081
MEM 284.101562 1591983366.2086
MEM 387.601562 1591983366.3091
MEM 216.023438 1591983366.4096
MEM 254.023438 1591983366.5100
MEM 292.101562 1591983366.6105
MEM 402.332031 1591983366.7109
MEM 408.199219 1591983366.8113
MEM 408.199219 1591983366.9117
MEM 196.023438 1591983367.0121
MEM 230.023438 1591983367.1126
MEM 262.023438 1591983367.2131
MEM 300.101562 1591983367.3134
MEM 196.019531 1591983367.4138
MEM 234.019531 1591983367.5143
MEM 274.019531 1591983367.6147
MEM 348.363281 1591983367.7152
MEM 196.023438 1591983367.8157
MEM 234.023438 1591983367.9161
MEM 268.023438 1591983368.0164
MEM 302.101562 1591983368.1168
MEM 194.023438 1591983368.2173
MEM 232.023438 1591983368.3177
MEM 268.023438 1591983368.4182
MEM 310.117188 1591983368.5186
MEM 408.128906 1591983368.6191
MEM 408.128906 1591983368.7196
MEM 412.253906 1591983368.8201
MEM 412.253906 1591983368.9206
MEM 419.472656 1591983369.0211
MEM 220.023438 1591983369.1215
MEM 260.023438 1591983369.2219
MEM 300.101562 1591983369.3224
MEM 196.023438 1591983369.4229
MEM 234.023438 1591983369.5235
MEM 268.023438 1591983369.6240
MEM 302.101562 1591983369.7246
MEM 371.566406 1591983369.8251
MEM 394.187500 1591983369.9256
MEM 394.187500 1591983370.0261
MEM 396.250000 1591983370.1266
MEM 398.312500 1591983370.2270
MEM 398.312500 1591983370.3274
MEM 194.023438 1591983370.4278
MEM 232.023438 1591983370.5284
MEM 270.023438 1591983370.6288
MEM 304.101562 1591983370.7292
MEM 194.023438 1591983370.8296
MEM 236.023438 1591983370.9301
MEM 274.023438 1591983371.0306
MEM 340.363281 1591983371.1311
MEM 388.316406 1591983371.2315
MEM 388.316406 1591983371.3320
MEM 394.113281 1591983371.4325
MEM 396.175781 1591983371.5330
MEM 396.175781 1591983371.6336
MEM 412.160156 1591983371.7341
MEM 216.023438 1591983371.8346
MEM 250.023438 1591983371.9350
MEM 284.101562 1591983372.0355
MEM 375.601562 1591983372.1360
MEM 214.023438 1591983372.2364
MEM 250.023438 1591983372.3370
MEM 286.101562 1591983372.4375
MEM 362.851562 1591983372.5379
